,Bathrooms,Bedrooms,Floor Size,Listing Date,Listing Number,Price,Town,Type of Property,Furnished,Parking,Pet Friendly,Pool,No Pets Allowed,Erf Size,Garages,Garden,Secure Parking,Fibre Internet,Flatlet,Satellite Internet,ADSL Internet
1851,7.0,8.0,,01 December 2019,108233244,16950000.0000,"Camps Bay, Cape Town",House,1.0,,1.0,1.0,,1 180 m²,2.0,,,,,,
1852,1.0,2.0,61 m²,18 October 2019,108072434,1445000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,,1.0,1.0,79 m²,1.0,1.0,,,,,
1853,3.5,4.0,295 m²,16 October 2019,108061180,6995000.0000,"5b Kildare Place, Newlands, Cape Town",House,,3.0,,1.0,,,2.0,1.0,,1.0,,,
1854,1.5,2.0,86 m²,13 June 2019,107602255,2340000.0000,"Gardens, Cape Town",Apartment / Flat,,,1.0,,,,1.0,,,,,,
1855,4.0,5.0,290 m²,25 November 2019,108212123,13800000.0000,"Fresnaye, Cape Town",House,,4.0,1.0,1.0,,815 m²,4.0,1.0,,,1.0,,
1856,1.0,1.0,52 m²,01 October 2019,107994627,2650000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,,
1857,2.0,3.0,177 m²,05 June 2020,108713528,9750000.0000,"Sea Point, Cape Town",Apartment / Flat,,2.0,,,1.0,,,,,,,,
1858,2.0,3.0,,10 September 2018,106729535,7250000.0000,"Constantia, Cape Town",Townhouse,,1.0,1.0,,,342 m²,,1.0,,,,,
1859,1.5,2.0,,03 February 2020,108394489,2395000.0000,"Diep River, Cape Town",House,,1.0,,,,232 m²,1.0,1.0,,,,,
1860,2.0,2.0,73 m²,08 August 2019,107807007,3795000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,2.0,,1.0,1.0,,,,,,,,
1861,1.0,,,23 June 2020,108789123,3950000.0000,"Gardens, Cape Town",House,,,,,,,,1.0,,,,,
1862,2.0,2.0,90 m²,25 November 2019,108215635,5900000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,2.0,,,,,,
1863,2.0,3.0,,03 February 2020,108393359,965000.0000,"7 Rose Road, Kewtown, Cape Town",House,,1.0,,,,,2.0,1.0,,,,,
1864,1.0,2.0,85 m²,16 September 2019,107945278,4150000.0000,"Camps Bay, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
1865,1.0,2.0,65 m²,29 January 2020,108377696,2200000.0000,"164 Upper Buitenkant Street, Oranjezicht, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
1866,2.0,2.0,112 m²,22 January 2020,108352884,6995000.0000,"1208 117 On Strand 117 Strand Street, De Waterkant, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1867,1.0,,26 m²,22 May 2019,107523601,1150000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,1.0,1.0,,1.0,1.0,,,,,,,,
1868,2.0,3.0,,24 February 2020,108483887,1850000.0000,"Kirstenhof, Cape Town",Townhouse,,,,,,,1.0,,,,,,
1869,1.0,1.0,,11 June 2020,108731802,1399995.0000,"75 Harrington Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,1.0,,,
1870,5.0,5.0,,29 August 2018,106693203,34500000.0000,"3 Oosterzee Heights, Bishopscourt, Cape Town",House,,,,1.0,,5 413 m²,4.0,1.0,,,,,
1871,1.0,0.5,41 m²,08 January 2020,108300658,3299000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,,,
1872,2.0,3.0,126 m²,18 June 2019,107613174,2300000.0000,"Conifer Close, Oudevlei Road, Marina Da Gama, Cape Town",Townhouse,,1.0,1.0,,,878 m²,2.0,1.0,,,,,
1873,1.0,2.0,71 m²,29 January 2020,108377566,2500000.0000,"164 Upper Buitenkant Street, Oranjezicht, Cape Town",Apartment / Flat,,,1.0,,,,1.0,,,,,,
1874,1.0,1.0,39 m²,08 October 2019,108029782,1225000.0000,"Claremont Upper, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
1875,2.0,3.0,72 m²,31 January 2020,108389228,1450000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,,,,72 m²,1.0,,,,,,
1876,1.0,1.0,51 m²,26 September 2019,107979014,1195000.0000,"19 Anton Anreith Arcade, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
1877,2.0,3.0,,20 December 2019,108279521,5950000.0000,"Oranjezicht, Cape Town",House,,,1.0,1.0,,195 m²,1.0,,,,,,
1878,2.0,2.0,66 m²,08 January 2020,108298170,4800000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,1.0,,,112 m²,2.0,,,,,,
1879,2.0,3.0,104 m²,27 February 2019,107246137,2975000.0000,"Zonnebloem, Cape Town",Townhouse,,1.0,1.0,,,,1.0,,,,,,
1880,4.0,4.0,303 m²,04 May 2020,108645459,8490000.0000,"Rondebosch, Cape Town",House,,,,1.0,,248 m²,2.0,1.0,,,,,
1881,1.0,1.0,43 m²,27 January 2020,108370080,1845000.0000,"22 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,,
1882,2.5,3.0,170 m²,30 October 2019,108113119,8590000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1883,1.5,5.0,,22 March 2020,108594425,4500000.0000,"Schaap Kraal, Cape Town",House,,30.0,1.0,1.0,,4 045 m²,,1.0,,,1.0,,
1884,4.0,4.0,,21 January 2020,108339951,14500000.0000,"Constantia, Cape Town",House,,,1.0,1.0,,2 797 m²,2.0,1.0,,,1.0,,
1885,1.0,2.0,78 m²,08 July 2019,107680083,2995000.0000,"Green Point, Cape Town",Apartment / Flat,,2.0,,,1.0,,,,,,,,
1886,1.0,,38 m²,10 August 2019,107812854,1450000.0000,"Woodstock, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
1887,2.0,2.0,80 m²,28 January 2020,108372655,4500000.0000,"Sea Point, Cape Town",Townhouse,,,1.0,1.0,,110 m²,1.0,,,,,,
1888,2.0,2.0,170 m²,22 January 2019,107114952,2590000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,1.0,,1.0,,,,
1889,1.0,1.0,44 m²,02 February 2017,104767339,1650000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
1890,5.0,5.0,,29 August 2018,106693203,34500000.0000,"3 Oosterzee Heights, Bishopscourt, Cape Town",House,,,,1.0,,5 413 m²,4.0,1.0,,,,,
1891,3.0,4.0,400 m²,01 August 2018,106601155,13500000.0000,"13 Hof Street, Gardens, Cape Town",House,,2.0,1.0,,,869 m²,,1.0,,,,,
1892,2.0,2.0,187 m²,12 September 2019,107933781,5800000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,187 m²,1.0,,,,,,
1893,1.0,0.5,44 m²,11 December 2019,108261134,2995000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,,,,1.0,,1.0,,,,,,
1894,4.0,4.0,,25 November 2019,108212936,12950000.0000,"Stonehurst Mountain Estate, Cape Town",House,,,,1.0,,1 005 m²,2.0,1.0,,,,,
1895,1.0,1.0,53 m²,28 February 2020,108510274,2750000.0000,"Bo Kaap, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,1.0,,,,,,
1896,2.0,2.0,138 m²,21 August 2019,107855342,3695000.0000,"Foreshore, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
1897,1.0,1.0,,06 April 2020,108616029,1450000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,1.0,,,,,,
1898,2.5,3.0,,05 February 2020,108408173,1495000.0000,"Capricorn, Cape Town",House,,,1.0,,,220 m²,2.0,1.0,,,,,
1899,1.0,1.0,66 m²,22 August 2019,107862319,1250000.0000,"Mowbray, Cape Town",Apartment / Flat,,1.0,,,,917 m²,,,,,,,
1900,4.0,4.0,331 m²,02 February 2017,104769717,13995000.0000,"Kenilworth, Cape Town",House,,,,1.0,,940 m²,2.0,,1.0,,,,
1901,2.5,3.0,170 m²,30 October 2019,108113119,8590000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
1902,2.0,2.0,77 m²,21 August 2019,107855084,3850000.0000,"22 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,,,
1903,2.0,3.0,,18 November 2019,108189038,8500000.0000,"Silvertree Estate, Cape Town",House,,,,,,728 m²,2.0,1.0,,,,,
1904,2.0,3.0,,02 December 2019,108235992,4495000.0000,"Constantia, Cape Town",House,,,1.0,1.0,,740 m²,2.0,,,,,,
1905,1.0,0.5,35 m²,10 December 2019,108257592,900000.0000,"Mowbray, Cape Town",Apartment / Flat,,1.0,,,1.0,,,1.0,,1.0,,,
1906,1.0,,38 m²,10 August 2019,107812854,1450000.0000,"Woodstock, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
1907,2.0,2.0,170 m²,22 January 2019,107114952,2590000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,1.0,,1.0,,,,
1908,1.0,2.0,76 m²,15 October 2018,105942533,1880000.0000,"Claremont, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
1909,2.0,2.0,156 m²,22 January 2019,107111105,5995000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,,,1.0,3 705 m²,2.0,,,,,,
1910,2.0,3.0,,12 November 2019,108160192,9250000.0000,"Tamboerskloof, Cape Town",House,,,,1.0,,433 m²,2.0,,,,,,
1911,2.0,3.0,,04 June 2020,108706357,2425000.0000,"Marina Da Gama, Cape Town",House,,1.0,,1.0,,,1.0,1.0,,,,,
1912,2.0,3.0,521 m²,25 June 2020,108801616,4990000.0000,"Vredehoek, Cape Town",House,,,,,,,1.0,,,,,,
1913,1.0,3.0,72 m²,04 March 2020,108531296,769000.0000,"Bishop Lavis, Cape Town",House,,1.0,,,1.0,250 m²,1.0,1.0,,,1.0,,
1914,2.0,3.0,,20 December 2019,108278656,2500000.0000,"Walmer Estate, Cape Town",House,,,,,,225 m²,1.0,,,,,,
1915,1.0,0.5,37 m²,19 December 2019,108277044,1795000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,,,
1916,3.0,2.0,,12 June 2020,108759115,1395000.0000,"Pelican Park, Cape Town",House,,,1.0,,,525 m²,1.0,1.0,,,1.0,,
1917,1.5,2.0,109 m²,08 April 2019,107381499,3250000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,1.0,,,,,,
1918,4.0,5.0,364 m²,25 November 2019,108215243,2899000.0000,"Fairways, Cape Town",House,,,1.0,1.0,,496 m²,3.0,,,,,,
1919,1.0,3.0,80 m²,01 October 2019,107994181,1500000.0000,"Kenilworth, Cape Town",Apartment / Flat,,1.0,,,1.0,,1.0,,,,,,
1920,5.0,5.0,,22 January 2020,108352988,8800000.0000,"Rondebosch, Cape Town",House,,6.0,,,,1 196 m²,3.0,1.0,,,,,
1921,1.0,2.0,95 m²,09 March 2020,108547133,1990000.0000,"Woodstock, Cape Town",House,,,1.0,,,113 m²,,,,,,,
1922,4.0,4.0,455 m²,26 April 2019,107440687,16900000.0000,"9 Higgo Crescent, Higgovale, Cape Town",House,,2.0,1.0,1.0,,456 m²,2.0,1.0,,,,,
1923,1.0,1.0,42 m²,16 October 2019,108061808,2195000.0000,"70 Queen Victoria Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,,1.0,,,,,,
1924,2.0,2.0,110 m²,22 January 2020,108348200,5995000.0000,"302 The Vera, 19 Davenport Road, Vredehoek, Cape Town",Apartment / Flat,,,1.0,1.0,,110 m²,2.0,,,1.0,,,
1925,1.0,3.0,,07 January 2020,108294189,7499000.0000,"Constantia, Cape Town",House,,,,1.0,,2 065 m²,2.0,1.0,1.0,,,,
1926,3.0,4.0,630 m²,19 November 2019,108195973,12995000.0000,"Zwaanswyk, Cape Town",House,,4.0,1.0,1.0,,3 548 m²,2.0,1.0,,,,,
1927,2.0,2.0,95 m²,02 April 2019,107361829,3995000.0000,"Green Point, Cape Town",Apartment / Flat,,1.0,,,1.0,95 m²,,,,,,,
1928,6.0,6.0,900 m²,05 November 2019,108134616,25950000.0000,"Zwaanswyk, Cape Town",House,,6.0,,1.0,,2 537 m²,,1.0,,,,,
