,Bathrooms,Bedrooms,Erf Size,Floor Size,Garages,Listing Date,Listing Number,Pet Friendly,Price,Town,Type of Property,Garden,Pool,Secure Parking,Parking,No Pets Allowed,Furnished,Flatlet,Fibre Internet,Furnished (Optional),ADSL Internet,Satellite Internet
855,3.5,4.0,873 m²,,2.0,07 August 2020,108965021,,14900000.0000,"15 Kenmore Road, Tamboerskloof, Cape Town",House,1.0,1.0,,,,,1.0,,,,
856,2.0,2.0,,106 m²,,15 September 2020,109119340,,4595000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
857,2.0,2.0,,80 m²,,28 July 2020,108922806,,4595000.0000,"21 Fir Avenue, Bantry Bay, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
858,1.0,1.0,,59 m²,,14 September 2020,109112872,1.0,2999000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,1.0,,1.0,,,
859,1.0,2.0,,78 m²,,25 August 2020,109028915,,1350000.0000,"10 Hornsey Road, Mowbray, Cape Town",Apartment / Flat,,,,,,,,,,,
860,3.0,3.0,314 m²,,,16 September 2020,109125095,1.0,2695000.0000,"Harfield Village, Cape Town",House,,,,1.0,,,,,,,
861,3.0,3.0,,219 m²,2.0,04 February 2020,108400770,,17995000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
862,4.0,4.0,292 m²,400 m²,3.0,10 December 2019,108258457,,15550000.0000,"Green Point, Cape Town",House,,1.0,,,,,,,,,
863,1.0,1.0,,51 m²,1.0,17 September 2020,109133550,1.0,1595000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
864,2.0,2.0,,81 m²,,28 August 2020,109040557,,3295000.0000,"40 Wesley Street, Gardens, Cape Town",Apartment / Flat,,,,2.0,,,,,,,
865,1.0,3.0,329 m²,151 m²,,15 September 2020,109119306,,1600000.0000,"Zeekoevlei, Cape Town",House,,,,4.0,,,1.0,,,,
866,8.0,6.0,980 m²,650 m²,2.0,18 September 2020,109138125,1.0,69000000.0000,"Bantry Bay, Cape Town",House,,1.0,,,,1.0,,,,,
867,2.0,2.0,,92 m²,,17 September 2020,109131488,1.0,2550000.0000,"191 Loop Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
868,1.0,1.0,2 730 m²,96 m²,1.0,13 August 2020,108984235,,3325000.0000,"16 Fir Avenue, Bantry Bay, Cape Town",Apartment / Flat,,,,,,,,,,,
869,1.0,,37 m²,37 m²,,14 August 2020,108989054,,950000.0000,"25 Sussex Street, Woodstock, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
870,1.0,,,28 m²,,16 September 2020,109126696,,1500000.0000,"Tamboerskloof, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
871,2.0,2.0,,145 m²,2.0,18 September 2020,109137993,,10500000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
872,5.5,5.0,1 437 m²,623 m²,3.0,26 August 2020,109032003,,19900000.0000,"2b Warblers Grove, Ainsty Walk, Constantia, Cape Town",House,,,,4.0,,,,,,,
873,1.0,1.0,,45 m²,,18 September 2020,109134329,,1295000.0000,"Rondebosch, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,,1.0,,,
874,3.0,3.0,364 m²,196 m²,1.0,18 September 2020,109137982,1.0,7195000.0000,"Gardens, Cape Town",House,1.0,1.0,,,,,,,,,
875,2.0,3.0,266 m²,266 m²,,21 August 2020,109015794,,18950000.0000,"5-7 Victoria Road, Clifton, Cape Town",Apartment / Flat,,,2.0,,,,,,,,
876,1.0,2.0,,72 m²,,17 August 2020,108996386,,1500000.0000,"9 St Andrews Road, Rondebosch, Cape Town",Apartment / Flat,,,,2.0,,,,,,,
877,2.0,2.0,,98 m²,1.0,04 December 2019,108242013,,3995000.0000,"Illovo, 195 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
878,1.0,2.0,,68 m²,,15 August 2020,107035099,,2400000.0000,"16 Richmond Rd, Kenilworth Upper, Cape Town",Apartment / Flat,,,,2.0,1.0,,,1.0,1.0,,
879,1.0,3.0,216 m²,56 m²,2.0,22 September 2020,109148024,1.0,1390000.0000,"Retreat, Cape Town",House,,,,,,,1.0,,,,
880,1.0,2.0,,75 m²,1.0,15 July 2020,108871585,,1795000.0000,"Pinelands, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
881,1.0,2.0,,82 m²,,15 September 2020,109120641,,1200000.0000,"55 Belper Road, Wynberg, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
882,1.5,4.0,743 m²,,1.0,14 September 2020,109115539,,3350000.0000,"Meadowridge, Cape Town",House,,,,,,,,,,,
883,1.0,1.0,,36 m²,,15 September 2020,109111678,1.0,1350000.0000,"157 Beach Road, Mouille Point, Camps Bay, Mouille Point, Cape Town",Apartment / Flat,,,,,,,,,,1.0,
884,1.0,1.0,,40 m²,,11 September 2020,109106523,,1250000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,1.0,1.0,,1.0,,,,,,,
885,3.5,4.0,,195 m²,1.0,23 August 2020,109019914,1.0,5745000.0000,"4 Montrose Street, Newlands, Cape Town",Townhouse,1.0,,,1.0,,,,,,,
886,1.0,2.0,,,,11 August 2020,108971505,,2500000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,
887,3.0,5.0,717 m²,,2.0,22 September 2020,109147326,1.0,2895000.0000,"Thornton, Cape Town",House,1.0,,,3.0,,,,1.0,,,
888,2.0,2.0,,62 m²,,11 September 2020,109107742,,2295000.0000,"3a Howe Street, Observatory, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,
889,1.0,3.0,446 m²,105 m²,2.0,12 September 2020,109110182,1.0,1750000.0000,"Retreat, Cape Town",House,,,,,,,1.0,,,,
890,1.0,1.0,,64 m²,,28 July 2020,108922568,,2550000.0000,"1 Dockrail Road, Foreshore, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,
891,1.0,2.0,,42 m²,,28 August 2020,109041748,,1195000.0000,"8 Lyle, Rosebank, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
892,2.0,2.0,,74 m²,,23 September 2020,109153385,1.0,2375000.0000,"88 Constantia Main Road, Wynberg Upper, Cape Town",Apartment / Flat,,,,2.0,,,,,,,
893,1.0,2.0,,82 m²,,15 September 2020,109122417,,1650000.0000,"Pinelands, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
894,2.0,2.0,,117 m²,,12 August 2020,108976680,,3995000.0000,"27 High Level Road, Green Point, Cape Town",Apartment / Flat,,,,2.0,1.0,,,,,,
895,3.5,3.0,,235 m²,2.0,10 September 2020,109103380,1.0,5995000.0000,"Nieuwe Steenberg, Cape Town",Townhouse,,,,,,,,,,,
896,2.5,3.0,272 m²,,2.0,12 August 2020,108979506,1.0,6850000.0000,"10 Elgin Terrace, Newlands, Cape Town",Townhouse,,,,,,,,,,,
897,2.0,2.0,2 906 m²,95 m²,,13 August 2020,108980632,,3800000.0000,"19 Milton Road, Sea Point, Cape Town",Apartment / Flat,1.0,,,,,,,,,,
898,2.0,3.0,689 m²,,2.0,03 September 2020,109063564,,,"40 Dulverton Road, Rondebosch, Cape Town",House,,1.0,,,,,,,,,
899,1.0,2.0,,83 m²,1.0,11 September 2020,109107619,,2750000.0000,"Oranjezicht, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
900,1.0,2.0,119 m²,100 m²,,24 August 2020,109024663,1.0,1520000.0000,"54 Rochester Street, Observatory, Cape Town",House,1.0,,,,,,,,,,
901,1.0,1.0,,58 m²,1.0,22 August 2020,109019124,,1795000.0000,"31 Wilderness Road, Claremont Upper, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
902,2.0,2.0,81 m²,81 m²,,18 August 2020,109002437,1.0,3500000.0000,"93 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
903,4.0,4.0,854 m²,253 m²,1.0,10 September 2020,109104006,,3995000.0000,"Kirstenhof, Cape Town",House,1.0,1.0,,,,,,,,,
904,2.0,3.0,311 m²,,2.0,17 September 2020,109132656,,3295000.0000,"Rondebosch, Cape Town",House,1.0,,,2.0,,,,,,,
905,1.0,1.0,,71 m²,,13 August 2020,108985396,,2999000.0000,"Arrowhead, 253 Ocean View Drive, Sea Point, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
906,3.0,3.0,1 075 m²,357 m²,2.0,21 September 2020,109141948,1.0,13995000.0000,"4 Sillery Avenue, Constantia, Cape Town",House,1.0,,,,,,1.0,,,,
907,1.0,2.0,,52 m²,,11 September 2020,109106707,,995000.0000,"Heathfield, Cape Town",Apartment / Flat,1.0,1.0,,1.0,,,,,,,
908,1.5,2.0,,86 m²,1.0,29 August 2020,109044393,,1900000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,
909,2.0,2.0,130 m²,116 m²,,18 September 2020,109136327,1.0,2500000.0000,"Walmer Estate, Cape Town",House,1.0,,,1.0,,,,,,,
910,2.5,2.0,,141 m²,,01 September 2020,109052579,1.0,19995000.0000,"Bantry Bay, Cape Town",Apartment / Flat,,1.0,,2.0,,,,,,,
911,1.0,3.0,,101 m²,1.0,27 August 2020,109039529,,1945000.0000,"1 Dulwich Road, Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,
912,5.0,12.0,396 m²,289 m²,,02 September 2020,107704491,1.0,12250000.0000,"Oranjezicht, Cape Town",House,,,,,,,,,,,
913,2.0,3.0,,167 m²,2.0,11 September 2020,109105952,,5750000.0000,"25 Protea Road, Claremont Upper, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
914,1.0,2.0,202 m²,,,25 August 2020,109029335,,2050000.0000,"45 Wargrave Road, Kenilworth, Cape Town",House,,,,,,,,,,,
915,1.0,1.0,,36 m²,,11 September 2020,109107777,,685000.0000,"Maitland, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
916,1.0,2.0,69 m²,69 m²,,13 August 2020,107544841,,1550000.0000,"13 Hope Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,
917,5.0,5.0,448 m²,500 m²,2.0,12 February 2020,108434334,,27950000.0000,"23 Avenue De L' Hermite, Fresnaye, Cape Town",House,,,2.0,,,,,,,,
918,1.0,0.5,,36 m²,,14 September 2020,109112714,1.0,2275000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,1.0,,1.0,,,
919,2.0,2.0,193 m²,85 m²,,11 September 2020,109105471,,2995000.0000,"61 Ritchie Street, Woodstock, Cape Town",House,,1.0,,2.0,,,,,,,
920,1.0,2.0,,72 m²,,14 September 2020,109116481,,2450000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,
921,4.0,4.0,,150 m²,1.0,21 September 2020,109141528,1.0,5995000.0000,"Fresnaye, Cape Town",Townhouse,,,,,,,,,,,
922,2.0,4.0,725 m²,,2.0,05 August 2020,108953602,1.0,2900000.0000,"8 Jupiter Road, Kirstenhof, Cape Town",House,1.0,1.0,,6.0,,,,,,,
923,2.5,3.0,,195 m²,1.0,12 August 2020,108976720,,5795000.0000,"55 Dean Street, Newlands, Cape Town",Townhouse,,,,1.0,1.0,,1.0,,,,
924,2.5,3.0,,,2.0,20 September 2020,109139924,1.0,2850000.0000,"Kenilworth, Cape Town",House,,,,,,,,,,,
925,1.0,2.0,60 m²,60 m²,,14 August 2020,108990144,1.0,1685000.0000,"40 Constitution Street, Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,
926,1.0,2.0,,76 m²,,10 September 2020,109101207,,2400000.0000,"Rondebosch, Cape Town",Apartment / Flat,1.0,1.0,,1.0,,,,,,,
927,1.0,2.0,,79 m²,,10 September 2020,109099970,,2250000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,
928,2.0,2.0,,67 m²,,18 September 2020,109137092,,2475000.0000,"Kenilworth, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
929,1.0,2.0,,68 m²,,28 August 2020,109041753,,1695000.0000,"Rosebank, Cape Town",Apartment / Flat,,,,2.0,1.0,,,,,,
930,1.0,1.0,,65 m²,,22 September 2020,109148184,,1390000.0000,"Muizenberg, Cape Town",Apartment / Flat,,1.0,,1.0,,,,1.0,,,
931,2.0,2.0,,90 m²,,14 September 2020,109115959,,6400000.0000,"Foreshore, Cape Town",Apartment / Flat,,,,2.0,1.0,1.0,,1.0,,,
932,3.0,3.0,279 m²,112 m²,2.0,10 September 2020,109101287,,4495000.0000,"Constantia, Cape Town",Townhouse,1.0,1.0,,1.0,,,,,,,
933,3.5,4.0,1 041 m²,,2.0,25 August 2020,109028656,,9995000.0000,"14 Zion Road, Claremont Upper, Cape Town",House,,,,1.0,,,,,,,
934,1.0,2.0,,51 m²,1.0,11 September 2020,109108169,,1175000.0000,"Pinelands, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
935,2.0,3.0,991 m²,,2.0,18 September 2020,109134584,,10500000.0000,"3 Heath Street Fernwood Estate, Newlands, Cape Town",House,1.0,1.0,,2.0,,,1.0,,,,
936,3.0,4.0,595 m²,,2.0,22 September 2020,109147883,,2650000.0000,"Thornton, Cape Town",House,1.0,,,2.0,,,1.0,,,,
937,2.0,3.0,833 m²,,,27 August 2020,109039541,1.0,3750000.0000,"29 Camp Road, Pinelands, Cape Town",House,1.0,1.0,6.0,,,,,,,,
938,3.0,5.0,840 m²,300 m²,2.0,22 September 2020,109148122,1.0,2750000.0000,"Zeekoevlei, Cape Town",House,1.0,,,6.0,,,,,,,
939,2.0,2.0,193 m²,85 m²,,11 September 2020,109105471,,2995000.0000,"61 Ritchie Street, Woodstock, Cape Town",House,,1.0,,2.0,,,,,,,
940,2.0,3.0,508 m²,150 m²,1.0,18 September 2020,109136970,,4200000.0000,"3 Kings Road, Mowbray, Cape Town",House,1.0,1.0,,4.0,,,,,,,
941,4.0,4.0,304 m²,304 m²,,10 September 2020,105654158,,14750000.0000,"Fresnaye, Cape Town",Apartment / Flat,,1.0,3.0,,,,,,,,
942,1.0,2.0,,88 m²,1.0,16 September 2020,109125260,,1795000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,
943,2.0,2.0,,66 m²,,15 September 2020,109121458,,2395000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,2.0,,,,,,,
944,1.0,1.0,50 m²,50 m²,,10 September 2020,109099304,,3229000.0000,"16 Bree Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,
945,2.0,3.0,,268 m²,,17 September 2020,109131304,1.0,3395000.0000,"Observatory, Cape Town",House,,,,2.0,,,,,,,
946,2.0,2.0,81 m²,81 m²,,18 September 2020,109136880,,4025000.0000,"Mouille Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
947,1.0,1.0,,58 m²,,15 September 2020,109120116,,1149000.0000,"Plumstead, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
948,2.0,3.0,,108 m²,1.0,22 September 2020,109145895,,4500000.0000,"De Waterkant, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
949,1.0,1.0,42 m²,42 m²,1.0,08 September 2020,109089283,,,"67 Pepper Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
950,,,59 m²,59 m²,,17 September 2020,109129049,,2160000.0000,"8 Harfield Road, Claremont, Cape Town",Apartment / Flat,,,,,,,,,,,
951,2.0,2.0,514 m²,78 m²,1.0,11 August 2020,108974118,,3385000.0000,"25 St James Terrace, 109 Main Road, St James, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
952,9.0,11.0,1 249 m²,392 m²,2.0,22 September 2020,109148285,,9600000.0000,"Kenilworth Upper, Cape Town",House,1.0,1.0,6.0,,,,,,,,
953,3.0,4.0,538 m²,230 m²,,10 September 2020,109100045,1.0,10350000.0000,"Oranjezicht, Cape Town",House,,1.0,,2.0,,,1.0,,,,
954,1.0,2.0,,56 m²,,10 September 2020,109100654,,1050000.0000,"Pinelands, Cape Town",Apartment / Flat,1.0,1.0,,1.0,,,,,,,
955,1.0,1.0,1 859 m²,43 m²,,03 June 2020,108705507,,1290000.0000,"66 Keerom, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,1.0,1.0,,,,,
956,1.0,1.0,,54 m²,,14 September 2020,109116114,,1820000.0000,"Oranjezicht, Cape Town",Apartment / Flat,,,,,,,,,,,
957,3.0,4.0,230 m²,195 m²,2.0,15 September 2020,109120661,1.0,6950000.0000,"Green Point, Cape Town",House,1.0,,,,,,,,,,
958,3.0,3.0,186 m²,188 m²,2.0,23 July 2020,108907742,1.0,3199999.0000,"Bergendal, 1 Cornwall Place, Kenilworth Upper, Cape Town",Apartment / Flat,1.0,,,1.0,,,,,,,
959,4.5,4.0,1 190 m²,,2.0,26 August 2020,109034991,1.0,16500000.0000,"11099 Steenberg Estate, Steenberg Golf Estate, Cape Town",House,1.0,1.0,,2.0,,,,,,1.0,
960,2.0,2.0,,100 m²,1.0,10 September 2020,109099612,1.0,2850000.0000,"Green Point, Cape Town",Apartment / Flat,1.0,,,,,,,,,,
961,5.5,5.0,4 000 m²,800 m²,3.0,17 December 2019,108271929,1.0,25900000.0000,"Constantia, Cape Town",House,1.0,1.0,,,,,,,,,
962,2.0,2.0,207 m²,118 m²,,27 August 2020,109038394,1.0,1599000.0000,"Thornton, Cape Town",Townhouse,,,,2.0,,,,,,,
963,2.0,3.0,252 m²,122 m²,2.0,09 September 2020,108283481,,1470000.0000,"Athlone, Cape Town",House,1.0,,,,,,,,,,
964,3.0,4.0,1 155 m²,250 m²,2.0,11 August 2020,108973057,,5000000.0000,"37 Sunwood Drive, Tokai, Cape Town",House,1.0,1.0,,3.0,,,1.0,,,,
965,2.0,4.0,,261 m²,2.0,30 July 2020,108932680,1.0,45000000.0000,"42 Beach Road, Mouille Point, Cape Town",Apartment / Flat,1.0,1.0,1.0,,,,,,,,
966,1.0,1.0,,43 m²,,10 September 2020,109103667,,849000.0000,"Muizenberg, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
967,1.0,3.0,585 m²,180 m²,5.0,11 September 2020,109105055,,2250000.0000,"23 Port Jackson Road, Penlyn Estate, Cape Town",House,1.0,,,5.0,,,,,,,
968,1.0,1.0,78 m²,,1.0,02 September 2020,109059693,1.0,2395000.0000,"218 High Level Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
969,4.0,5.0,495 m²,234 m²,2.0,24 July 2020,108908686,1.0,3950000.0000,"26 Franklin Road, Claremont, Cape Town",House,1.0,1.0,,1.0,,,,,,,
970,7.0,8.0,420 m²,277 m²,2.0,23 July 2020,108907032,,9500000.0000,"33 Rhodes Avenue, University Estate, Cape Town",House,1.0,1.0,,,,,,,,,
971,2.0,4.0,689 m²,106 m²,,10 September 2020,109101247,,2995000.0000,"Kenwyn, Cape Town",House,1.0,,,5.0,,,1.0,,,,
972,1.0,2.0,,61 m²,1.0,16 September 2020,109124172,,2395000.0000,"Gardens, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,1.0,,,,,
973,1.0,2.0,,44 m²,,11 September 2020,109108810,,759000.0000,"Maitland, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
974,2.0,3.0,640 m²,138 m²,,27 August 2020,109035608,1.0,3395000.0000,"Lakeside, Cape Town",House,,1.0,4.0,,,,,,,,
975,2.0,3.0,244 m²,96 m²,1.0,28 August 2020,109042853,,2450000.0000,"27c Vans Road, Tokai, Cape Town",House,,,,4.0,,,,,,,
976,1.0,2.0,,68 m²,,11 August 2020,108971750,,1150000.0000,"306 El Alemein Close, Plumstead, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
977,2.0,3.0,356 m²,,1.0,04 September 2020,109066275,,5800000.0000,"18 Lavender Crescent, Constantia, Cape Town",House,,,,1.0,,,,,,,
978,1.0,2.0,,94 m²,,10 September 2020,107722017,1.0,3300000.0000,"Three Anchor Bay, Cape Town",Apartment / Flat,,,,,,,,1.0,,,
979,3.0,4.0,696 m²,,2.0,22 August 2020,109019082,,6500000.0000,"7 Keert De Koe Street, Rondebosch, Cape Town",House,,,,1.0,,,,,,,
980,2.5,5.0,317 m²,209 m²,1.0,18 September 2020,109137101,,1495000.0000,"Lotus River, Cape Town",House,1.0,,,3.0,,,,,,,
981,1.5,2.0,,105 m²,,18 September 2020,109137186,,1650000.0000,"Wynberg Upper, Cape Town",Apartment / Flat,,,,2.0,1.0,,,,,,
